fid,%canopy,NO2_mean,NO2_stdev,LST_mean,LST_stdev,NDVImean,Road%,Imp%,BD,CTUID,Density,Borough,Income,road distance (meters),river distance (meters),nearest_L,nearest_M,petrochem_distance,Distance_M,GS%,Lat,Long,Imp2,Man_GS,GS_500,Households,Backyards,BY_Ratio,GS_1000,GS_800,GS_300,Testing,%yard,yard_area
93,4.26,2.65E-05,0.00E+00,35.56,0.21,-0.18,6.68,95.42,18.82,4620470.01,2037.6,Kirkland,69796,121.54,2376.69,20,20,29467.52,509.5183067,0,-418080.55,176309.9068,76.6,888.18,0,0,0,NA,0.673250005,0.912,0,Training,0.045875284,661
216,0.06,2.21E-05,4.69E-09,37.84,0.51,-0.18,0.22,99.96,78.39,4620610.06,8144.7,Montréal-Nord,38684,644.99,1581.22,15,15,4422.25,517.6267288,0.149807774,-398481.648,193359.5044,21.57,890.79,0.217204738,0,0,NA,1.114800015,1.138,0.149807774,Training,0,0
141,0.39,2.65E-05,0.00E+00,34.22,0.55,-0.1,3.59,81.78,48.78,4620491,257.9,Saint-Anne-de-Bellevue,86211,873.61,2120.23,20,20,35632.81,38.936239,1.286393196,-424484.6498,174830.6753,33,908.63,0.941824597,0,0,NA,4.453950023,2.749,1.286393196,Training,0.115969058,1671
152,0.01,2.10E-05,0.00E+00,37.31,0.7,-0.12,9.97,76.66,41.47,4620094.01,3403,Côte-des-Neiges-Nôtre-Dame-de-Grâce,30307,60.93,3226.68,15,15,16522.09,437.3283617,0,-398937.3251,177266.9883,35.19,922.93,2.23E-05,0,0,NA,1.967250012,2.119,0,Training,0.226621419,3265
222,1.13,2.75E-05,0.00E+00,37.89,0.71,-0.2,1.84,78.87,74.84,4620521.06,2407.1,Dollard-des-Ormeaux,68640,694.28,2921.03,20,20,24973.99,36.4666387,14.00292334,-414999.8025,179769.1628,4.03,968.42,14.33281297,0,0,NA,13.5029501,14.734,14.00292334,Training,0.211126104,3042
49,0.03,2.91E-05,0.00E+00,39.72,0.51,-0.28,45.12,99.98,96.1,4620056,5381.4,Ville-Marie,34325,10.64,609.42,10,10,12208.89,325.1472906,1.295590524,-395498.9191,180695.6322,3.88,988.64,1.663987201,0,0,NA,2.182700011,2.245,1.295590524,Training,0.000138821,2
85,10.31,3.26E-05,2.03E-20,34.94,0.15,-0.09,16.15,76.39,9.74,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,5.52,447.95,15,10,4469.64,676.2728631,0,-391713.348,188066.9943,66.65,1040.85,0,0,0,NA,0.554250004,0.275,0,Training,0.764084134,11008
224,2.42,2.65E-05,0.00E+00,35.9,0.68,-0.15,0,79.48,71.14,4620470.01,2037.6,Kirkland,69796,108.48,2465.95,20,20,31160.63,426.6171958,0,-419918.2744,175991.0848,8.34,1043.75,0.118181124,2,2,1,2.462400041,2.501,0,Training,0.20536141,2959
110,10.31,3.26E-05,2.03E-20,34.94,0.15,-0.09,16.15,76.39,9.74,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,5.52,447.95,15,10,4469.64,676.2728631,0,-391713.348,188066.9943,66.65,1046.01,0,15,0,0,0.554250004,0.275,0,Training,0.764084134,11008
248,0,3.17E-05,0.00E+00,39.21,0.74,-0.18,0,99.6,82.47,4620415.06,427.7,Saint-Laurent,76204,393.47,3561.4,15,15,18547.91,734.8954367,0,-407452.6512,180546.5585,17.13,1069.48,0,0,0,NA,0.2698,0,0,Training,0.00381734,55
46,0,2.21E-05,1.02E-20,38.43,0.56,-0.17,0,99.98,97.85,4620610.01,4856.5,Montréal-Nord,32262,310.75,1920.71,15,15,4213.22,720.4500912,0,-398263.4414,193099.4294,2.13,1088.99,0.087115005,0,0,NA,0.746500001,0.091,0,Training,0,0
201,2.29,3.17E-05,0.00E+00,39.43,0.93,-0.17,5.07,99.93,68.91,4620268.03,0,Ahuntsic-Cartierville,NA,88.76,2901.75,NA,NA,12686.12,357.7727581,0,-402567.1316,183967.5759,31.02,1114.62,0.415770275,0,0,NA,1.054650007,0.629,0,Training,0.00062467,9
183,0,3.17E-05,0.00E+00,40.35,1.72,-0.22,0,99.99,93.02,4620415.06,427.7,Saint-Laurent,76204,244.86,2615.38,15,15,16392.26,583.7610892,0.936635373,-406315.7056,182492.7193,6.97,1116.63,1.212620155,0,0,NA,2.693600005,2.864,0.936635373,Training,0,0
169,1.72,3.96E-05,0.00E+00,35.2,1.03,-0.2,0,99.99,34.75,4620570,314.5,Montréal-Est,38802,2562.95,995.44,20,15,438.18,535.4114803,0,-391432.7404,192617.5311,65.24,1119.12,0,0,0,NA,2.219600021,1.469,0,Training,0,0
115,0.49,2.75E-05,0.00E+00,37.81,0.88,-0.17,4.35,88.86,58.95,4620433,233,Dorval,52476,59.93,2273.88,10,10,22541.78,344.1387369,0,-412204.7797,180003.4863,29.91,1122.56,1.367431975,0,0,NA,11.87679999,10.274,0,Training,0.095847763,1381
233,0.01,2.10E-05,0.00E+00,39.41,0.62,-0.21,2.41,99.61,86.71,4620330,2546,Lachine,37915,93.14,2570.13,20,10,20493.11,40.00142822,0.688564278,-402323.373,174435.9278,12.9,1134.61,0.515958335,0,0,NA,1.170399999,1.115,0.688564278,Training,0,0
55,0.85,2.75E-05,1.36E-20,39.47,0.48,-0.24,0.08,98.92,80.83,4620415.05,427.7,Saint-Laurent,84543,136.51,1897.67,20,20,20211.08,991.2187136,0,-409846.2745,180758.0729,18.09,1163.46,0,0,0,NA,0,0,0,Training,0.007773401,112
155,5.69,2.65E-05,0.00E+00,35.75,0.48,-0.11,13.64,78.02,40.09,4620470.01,2037.6,Kirkland,69796,12.71,2284.13,20,20,29911.87,851.0872142,0,-418569.9014,176232.8444,37.93,1181.3,0,3,3,1,0.104199999,0.137,0,Test,0.220006567,3170
98,40.21,2.65E-05,0.00E+00,31.54,0.34,0.11,16.03,35.16,18.32,4620462.02,1868.6,Beaconsfield,111247,219.71,1248.99,20,20,33218.14,235.4307766,1.445822149,-421164.887,174175.4266,16.84,1181.65,2.174895119,21,21,1,1.089000006,0.852,1.445822149,Training,0.506495624,7298
249,2.14,2.23E-05,6.78E-21,38.73,1.21,-0.18,3.65,97.7,82.32,4620402,691.6,Mont-Royal,59971,672.23,6268.74,15,10,16585.34,867.0936889,0,-403654.5177,179849.9969,15.38,1186.68,0,0,0,NA,0,0,0,Training,0.003956229,57
161,5.26,2.75E-05,0.00E+00,38.03,0.45,-0.17,18.58,77.91,36.76,4620521.07,2084.7,Dollard-des-Ormeaux,83222,458.59,3335.1,20,20,25086.16,567.9706573,0,-414802.733,179270.1824,41.15,1210.68,0,0,0,NA,1.486950016,2.544,0,Test,0.199327692,2872
146,0,3.02E-05,0.00E+00,38.98,0.41,-0.2,0.96,98.6,39.94,4620600.01,5306.4,Saint-Léonard,41242,305.17,5032.12,10,10,3404.02,271.083321,0.610685986,-395841.9428,190477.6943,58.66,1211.02,7.503928589,0,0,NA,10.23484999,10.475,0.610685986,Training,0.985761395,14202
156,10.59,2.82E-05,0.00E+00,36.97,0.17,-0.1,16.14,77.38,35.07,4620324.02,4178.7,LaSalle,36204,1096.1,984.02,15,15,22272.74,472.5732434,1.18815215,-401795.0138,172222.6841,42.31,1212.11,0.765006951,16,8,0.5,5.892450104,5.941,1.18815215,Training,0.199410421,2873
148,3.61,2.75E-05,0.00E+00,35.34,0.22,-0.11,16.22,63.32,41.14,4620453.02,744,Pointe-Claire,66088,38.94,2778.36,20,20,24646.79,903.3823717,0,-413669.3102,178447.6139,22.18,1219.86,0,0,0,NA,0,0,0,Training,0.273660673,3943
157,0,3.02E-05,0.00E+00,38.98,0.41,-0.2,0.96,98.6,39.94,4620600.01,5306.4,Saint-Léonard,41242,305.17,5032.12,10,10,3404.02,271.083321,0.610685986,-395841.9428,190477.6943,58.66,1228.33,7.503928589,0,0,NA,10.23484999,10.475,0.610685986,Training,0.985761395,14202
181,1.07,2.24E-05,1.36E-06,42.3,1.66,-0.19,0,99.97,89.27,4620326.01,1111.1,LaSalle,39102,1142.64,2724.64,20,20,19923.53,677.6069656,0,-400647.6779,174288.1157,10.7,1332.04,0,0,0,NA,1.390699995,0.616,0,Training,0.99983352,14405
200,0.42,3.93E-05,2.03E-20,37.44,0.45,-0.16,0,100,65.3,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,212.63,596.36,25,10,4423.72,538.318245,0,-391952.6699,188088.0788,34.7,1365.79,0,0,0,NA,1.28030001,0.988,0,Training,0,0
16,0.67,2.23E-05,6.78E-21,40.05,0.42,-0.19,4.61,98.87,66.42,4620402,691.6,Mont-Royal,59971,685.42,6034.02,25,20,16770.1,1022.070348,0,-404013.5624,179881.692,32.45,1380.64,0,0,0,NA,0,0,0,Training,0.006038443,87
41,9.96,2.92E-05,0.00E+00,29.94,0.61,0.15,0,21.88,9.01,4620550.02,242.5,L'Île-Bizard-Sainte-Geneviève,60868,1128.06,1304.64,20,20,30609.57,914.1075774,0,-422215.8439,181371.2152,12.87,1438.99,0,0,0,NA,0,0,0,Training,0,0
154,2.87,3.91E-05,1.36E-20,38.43,0.52,-0.09,9.21,100,43.01,4620594.02,938.3,Anjou,47581,860.24,3363.9,15,15,1665.73,1042.256088,0,-395719.1135,193236.2097,56.99,1462.28,0,0,0,NA,0,0,0,Training,0,0
245,0.42,2.25E-05,3.39E-21,31.85,0.87,-0.17,0,94,80.25,4620500,122.4,Senneville,70925,217.88,488.32,20,20,38800.03,859.3248011,0,-427692.167,174031.6284,13.75,1471.71,0,0,0,NA,0,0,0,Training,0.060031096,865
114,0.4,2.66E-05,1.02E-20,33.26,0.36,-0.23,0,95.49,58.38,4620452,2306.8,Pointe-Claire,52307,176.15,3014.62,20,20,28621.38,353.6430167,0,-417429.193,176854.1577,37.11,1483.15,0.231443428,0,0,NA,0.266449999,0.752,0,Training,0.045181377,651
87,0.37,2.11E-05,5.40E-08,35.35,0.09,-0.2,0.67,100,0,4620094.02,3403,Le Sud-Ouest,NA,0.73,3119.87,15,15,16951.76,400.2374528,0,-398859.8012,176778.6507,100,1520.65,0.084008378,0,0,NA,1.643650004,1.699,0,Training,0,0
179,0,3.96E-05,0.00E+00,39.46,0.95,-0.22,0,100.01,94.64,4620570,314.5,Montréal-Est,38802,2440.68,802.56,15,15,397.03,1273.330523,0,-390588.4349,193988.0311,5.37,1556.05,0.379526291,0,0,NA,0.550600005,0.556,0,Test,0,0
51,0,3.38E-05,0.00E+00,38.35,1.25,-0.16,0,99.34,99.24,4620580.02,4025.1,Rivière-des-Prairies-Pointes-aux-Trembles,48315,310.33,640.43,NA,20,4832.09,238.7726286,1.146475583,-389171.5825,200486.057,0.1,1571.13,0.845001508,0,0,NA,0.3759,0.47,1.146475583,Training,0.006663579,96
91,23.13,2.65E-05,0.00E+00,32.31,0.3,0.09,18.45,43.24,0.71,4620460,1492.1,Beaconsfield,94151,2.31,952.18,20,20,32932.11,54.97475291,1.540653094,-420696.68,174013.5861,42.53,1582.92,2.307056047,7,7,1,1.706500004,1.923,1.540653094,Training,0.200780333,2893
40,37.11,2.92E-05,0.00E+00,31.05,0.35,0.17,0,3.92,3.92,4620550.02,242.5,L'Île-Bizard-Sainte-Geneviève,60868,1985.49,1313.2,20,20,31807.05,1092.171895,0,-423138.3673,180489.8344,0,1598.37,0,0,0,NA,0,0,0,Training,0.960721295,13843
194,2.9,3.95E-05,6.78E-21,36.63,0.34,-0.15,0,98.6,65.54,4620594.02,938.3,Anjou,47581,928.88,3307.79,20,20,1176.21,547.9754408,0,-395187.7952,193791.402,33.06,1604.4,0,0,0,NA,6.884100057,4.97,0,Test,0.014020856,202
136,1.98,3.96E-05,0.00E+00,33.78,1.05,-0.18,0,98.61,47.89,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,242.84,733.52,15,10,3387.38,425.3407593,0,-391368.7066,189240.6113,50.72,1606.13,0,0,0,NA,0.592999998,0.6,0,Test,0.013743538,198
210,0.01,3.95E-05,1.36E-20,38.41,0.51,-0.18,4.73,99.07,62.74,4620594.02,938.3,Anjou,47581,1000.43,3460.07,20,20,1160.33,786.7554923,0,-395208.8805,193552.4413,36.33,1618.94,0,0,0,NA,1.091850011,0,0,Training,0,0
124,1.09,3.91E-05,6.78E-21,37.31,0.55,-0.15,0,100.01,50.3,4620594.02,938.3,Anjou,47581,311.04,3793.79,20,15,1865.14,661.5130689,0,-395771.8301,192638.8153,49.71,1665.33,0,0,0,NA,0.340050003,0.158,0,Training,0,0
185,0,3.95E-05,2.03E-20,39.34,0.65,-0.2,0,99.95,89.94,4620585.02,4025.1,Rivière-des-Prairies-Pointes-aux-Trembles,37647,443.64,2572.17,10,10,205.75,808.7472991,0,-391345.4406,196342.5606,10.01,1690.6,0,0,0,NA,0,0,0,Training,6.87E-05,0.989463715
20,0,3.93E-05,2.03E-20,39.12,0.95,-0.19,0,100.01,99.83,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,313.34,913.28,20,10,4259.23,496.8074711,0,-392301.1195,188239.1766,0.18,1703.55,0.259015044,0,0,NA,0.898500006,1.006,0,Training,0,0
175,10.68,2.75E-05,0.00E+00,35.75,0.67,-0.07,10.48,64.99,31.21,4620433,233,Dorval,52476,685.15,2983.3,25,25,23949.09,1300.695072,0,-412820.9308,178492.9677,33.78,1745.18,0,0,0,NA,0,0,0,Training,0.277826015,4003
34,0,3.95E-05,6.78E-21,42.35,0.71,-0.22,0,100,95.2,4620593.01,4880.1,Anjou,39660,164.94,4358.82,15,15,2275.93,254.3034159,0.50394237,-395159.329,191380.7367,4.8,1779.95,2.058658299,0,0,NA,2.664449987,3.39,0.50394237,Training,0,0
192,0,3.96E-05,0.00E+00,38.89,0.86,-0.21,0,99.98,65.64,4620570,314.5,Montréal-Est,38802,2708.45,536.73,20,20,488.69,1390.617456,0,-390359.6712,193847.467,34.34,1810.03,0,0,0,NA,0.425150006,0.551,0,Training,0,0
190,0.58,2.10E-05,0.00E+00,42.18,1.27,-0.2,0,100,93.24,4620326.03,3771.4,LaSalle,41280,752.05,2661.42,20,20,20612.96,231.1061837,0.513331273,-401756.5447,174024.8112,6.76,1823.77,1.675634884,0,0,NA,2.358900016,2.315,0.513331273,Training,0,0
15,1.11,3.05E-05,3.39E-21,39.31,0.29,-0.14,0,98.29,51.47,4620402,691.6,Mont-Royal,59971,171.38,5573.98,25,20,16990.12,785.2406052,0,-404601.4163,180053.9746,46.82,1922.78,0,0,0,NA,0,0,0,Test,0.017143574,247
50,0,3.78E-05,0.00E+00,40.34,0.73,-0.22,0,99.12,94.97,4620291.03,765.6,Rivière-des-Prairies-Pointes-aux-Trembles,68245,394.47,899.79,30,30,2117.74,703.4328342,0,-391982.7146,198686.6547,4.15,1952.6,0,0,0,NA,0.243800002,0.035,0,Training,0.008606994,124
13,8.36,2.85E-05,3.39E-21,32.74,0.96,-0.2,0,87.62,63.48,4620126,3399,Côte-des-Neiges-Nôtre-Dame-de-Grâce,34078,987.12,4666.33,5,5,13466.59,435.2048007,0,-399578.505,180934.9387,24.14,2112.16,0,0,0,NA,3.798600052,4.957,0,Training,0.12361736,1781
36,44.39,2.39E-05,2.54E-06,26.5,0.46,0.42,0,1.14,1.14,4620491,257.9,Saint-Anne-de-Bellevue,86211,1110.19,1789.4,25,25,37108.81,672.4987077,0,-426072.5003,174610.2866,0,2115.14,0,0,0,NA,0.093900001,0.03,0,Training,0.988472005,14243
86,99.36,2.28E-05,0.00E+00,24.96,0.13,0.42,0,0,0,4620500,122.4,Senneville,70925,1058.65,649.55,20,20,38424.75,1445.434126,0,-427737.6726,174878.3171,0,2124.94,0,2,2,1,0,0,0,Training,0.999916332,14408
134,2.44,2.75E-05,2.52E-08,36.39,0.42,-0.16,1.46,86.12,48.04,4620452,2306.8,Pointe-Claire,52307,75.61,2906.05,20,20,27944.6,472.4802251,0,-416908.1158,177289.5672,38.08,2128.14,0,0,0,NA,0.282200004,0.335,0,Training,0.126174994,1818
48,0,3.05E-05,3.39E-21,39.28,0.25,-0.21,0,100.02,96.1,4620402,691.6,Mont-Royal,59971,176.76,5527.54,25,20,16657.86,757.935271,0,-404340.9462,180271.7465,3.92,2154.46,0,0,0,NA,0,0,0,Training,0,0
149,0.68,2.65E-05,0.00E+00,34.02,0.71,-0.03,8.29,94.14,41.24,4620480,633.9,Baie-d'Urfé,85722,73.75,1991.8,20,20,35157.22,868.2852727,0,-423569.4298,174268.0533,52.9,2174.29,0,0,0,NA,0.0393,0,0,Training,0.005413745,78
47,0,3.96E-05,0.00E+00,40.93,1.13,-0.21,0,99.99,99.99,4620009,813.8,Mercier-Hochelaga-Maisonneuve,38773,155.3,1115.23,15,10,3044.94,508.859067,0,-391706.616,189511.1808,0,2183.15,0,0,0,NA,1.980249988,0.889,0,Training,0,0
24,0,3.96E-05,0.00E+00,34.92,0.34,-0.15,0,99.99,10.86,4620570,314.5,Montréal-Est,38802,1449.98,1839.93,20,20,0,1526.551918,0,-391654.7348,194202.3998,89.13,2229.29,0,0,0,NA,0,0,0,Training,0,0
241,0.15,2.75E-05,0.00E+00,39.31,0.81,-0.23,0,96.48,84.74,4620433,233,Dorval,52476,188.48,2498.47,15,15,22880.68,532.4961298,0,-412465.2872,179785.7501,11.74,2235.29,0.022005248,0,0,NA,4.505950043,2.536,0,Training,0.035118691,506
130,0.04,2.25E-05,0.00E+00,39.21,0.55,-0.2,0,100.03,52.39,4620395.01,357.4,Lachine,23621,423.8,1980.57,20,20,22184.07,1403.432321,0,-408191.8634,176278.1236,47.64,2593.63,0,0,0,NA,0,0,0,Training,0,0
90,40.96,2.75E-05,0.00E+00,35.48,0.58,-0.14,0,97.9,0.23,4620433,233,Dorval,52476,131.53,2736.4,10,10,23129.81,771.4021201,0,-412606.1121,179557.4317,97.67,2671.67,0.062261906,0,0,NA,0.334850009,0.269,0,Training,0.020960156,302
72,1.91,2.25E-05,3.39E-21,30.48,0.44,0.1,0,22.24,22.24,4620500,122.4,Senneville,70925,697.32,689.58,20,20,38527.07,1320.112,0,-427649.7717,174509.3831,0,2709.9,0,2,0,0,0,0,0,Training,0.77748945,11203
57,0,3.17E-05,0.00E+00,40.98,0.52,-0.19,0,99.99,95.27,4620415.06,427.7,Saint-Laurent,76204,115.63,4327.19,25,10,18529.35,943.8544886,0,-406896.4817,180015.8859,4.72,2826.48,0,0,0,NA,0,0.018,0,Training,0,0
242,0.03,3.02E-05,0.00E+00,37.67,1.48,-0.19,0,99.05,81.83,4620604.04,4562.6,Saint-Léonard,47867,796.11,2012.66,30,30,6419.43,734.3160823,0.025196997,-399713.1782,190337.5849,17.22,2863.16,0.176171652,0,0,NA,0.599250002,0.387,0.025196997,Training,0.009508979,137
234,1.07,2.24E-05,1.36E-06,42.3,1.66,-0.19,0,99.97,89.27,4620326.01,1111.1,LaSalle,39102,1142.64,2724.64,20,20,19923.53,677.6069656,0,-400647.6779,174288.1157,10.7,3211.6,0,0,0,NA,1.390699995,0.616,0,Training,0.99983352,14405
160,0,2.42E-05,0.00E+00,36.26,0.62,-0.17,0,100,37.89,4620433,233,Dorval,52476,323.59,2712.18,30,30,21854.53,2002.648369,0,-408716.3887,177167.11,62.11,3416.97,0,0,0,NA,0,0,0,Training,0,0
180,0,2.78E-05,6.78E-21,39.17,0.33,-0.22,0,90.94,90.94,4620433,233,Dorval,52476,327.47,3676.32,25,25,21247.86,2395.628939,0,-408871.2721,178143.8371,0,3533.49,0,0,0,NA,0,0,0,Training,0.090643932,1306
182,0.35,2.65E-05,0.00E+00,35.46,1.18,-0.23,0,98.98,94.22,4620480,633.9,Baie-d'Urfé,85722,496.46,1690.86,20,20,34498.16,640.030983,0,-422731.5474,174193.8217,4.76,3534.27,0,0,0,NA,1.020500003,0.214,0,Training,0.010132621,146
244,1.36,3.96E-05,0.00E+00,36.86,0.62,-0.12,0,100,80.02,4620570,314.5,Montréal-Est,38802,296.11,3811.99,10,10,277.7,744.6468556,0,-393818.9448,194272.7556,19.98,3549.59,0,0,0,NA,0.831600005,0,0,Training,0,0
142,0,3.87E-05,4.97E-07,37.16,0.41,-0.19,0,99.98,47.77,4620570,314.5,Montréal-Est,38802,728.29,3389.69,10,10,710.29,534.9761571,0,-394156.809,194543.3671,52.21,3610.19,0,0,0,NA,4.260750059,2.231,0,Training,0,0
120,0,3.05E-05,3.39E-21,37.56,1.34,-0.16,0,100.02,59.11,4620402,691.6,Mont-Royal,59971,509.79,5908.89,20,20,17061.86,908.9387902,0,-404383.1607,179793.9376,40.91,3859.01,0,0,0,NA,0,0,0,Training,0,0
2,1.1,3.06E-05,6.78E-21,38.4,0.28,-0.13,6.07,95.2,40.9,4620415.06,427.7,Saint-Laurent,76204,270.69,5229.31,25,25,18903.83,1413.417913,0,-406491.6573,179137.443,54.3,4009.57,0,0,0,NA,0,0,0,Training,0.01971146,284
1,0,3.17E-05,0.00E+00,38.57,0.29,-0.16,0,100,95.05,4620415.06,427.7,Saint-Laurent,76204,343.94,4820.69,25,25,18758.93,1237.444546,0,-406699.3507,179516.9367,4.95,4020.39,0,0,0,NA,0,0,0,Training,0,0
159,0.59,2.16E-05,0.00E+00,37.54,0.42,-0.18,3.46,98,39.92,4620395.01,357.4,Lachine,23621,408.59,2374.38,30,30,21525.84,1289.392026,0,-406994.9613,176172.4041,58.08,4524.31,0,0,0,NA,0,0,0,Training,0,0
3,0,2.10E-05,0.00E+00,35.97,0.14,-0.04,0,100.01,1.7,4620383.02,5327.6,Côte-Saint-Luc,44361,1498.47,4769.63,15,15,18684,665.0789906,0,-404889.9618,178153.3369,98.31,5052.25,0,0,0,NA,0,0.295,0,Training,0,0
19,5.88,2.65E-05,0.00E+00,34.29,0.49,-0.12,0,84.87,58.26,4620480,633.9,Baie-d'Urfé,85722,270.44,1462.95,20,20,34649.11,778.7121224,0,-422752.7243,173954.9442,26.61,6417.73,0,0,0,NA,0.0997,0,0,Training,0.150809492,2173
199,6.91,2.08E-05,2.37E-06,33.67,0.55,-0.18,0,100.01,68.89,4620491/4620480,257.9,Baie-d'Urfé,85915.56,180.47,1518.79,20,20,37031.86,738.9918127,0,-425111.7435,173200.9725,31.12,7380.19,0,0,0,NA,0.067400001,0,0,Training,0,0
207,0.09,2.65E-05,0.00E+00,36.16,0.52,-0.13,0,99.99,63.14,4620480,633.9,Baie-d'Urfé,85722,203.41,1298.99,25,25,35604.6,266.5064813,0.553864154,-423632.9752,173551.4286,36.85,8306.64,1.387754468,0,0,NA,0.835150002,1.018,0.553864154,Training,0,0
127,0.32,2.10E-05,0.00E+00,39.05,0.28,-0.18,0.01,96.95,54.76,4620402,691.6,Mont-Royal,59971,488.12,5948.33,15,15,17724.48,731.4297985,0,-404904.106,179358.3994,42.19,8367.91,0,0,0,NA,0,0,0,Training,0.030469715,439
197,0,2.23E-05,6.78E-21,39.67,0.33,-0.18,0,99.12,65.65,4620395.01,357.4,Lachine,23621,192.4,3271.5,NA,NA,20925.61,2569.221397,0,-407607.5161,177430.2873,33.47,9012.41,0,0,0,NA,0,0,0,Training,0.008675777,125
45,5.14,2.75E-05,0.00E+00,40.82,0.88,-0.18,0,64.85,50.45,4620433,233,Dorval,52476,683.98,3405.78,30,30,21907.42,2495.269799,0,-409501.394,177838.3737,14.4,9112.93,0,0,0,NA,0,0,0,Training,0.351261559,5061
187,0.09,2.10E-05,1.36E-20,41.69,1.16,-0.2,0,100.01,95.06,4620415.06,427.7,Saint-Laurent,76204,440.67,4572.81,15,15,19453,1904.459312,0,-406326.1877,178280.1567,4.95,10059.44,0,0,0,NA,0,0,0,Training,0,0
44,0,2.71E-05,3.39E-21,35.82,0.23,0.03,0,3.46,3.46,4620433,233,Dorval,52476,1116.45,3128.39,30,30,22337.72,2156.078352,0,-409772.459,177501.1861,0,11680.23,0,0,0,NA,0,0,0,Training,0.965360859,13909
